obj,running_time,gap
6408.922121051608,0.2448985,0.0
6408.922121051608,0.262858,0.0
6408.922121051608,0.2547361,0.0
6408.922121051608,0.2476233,0.0
6408.922121051608,0.2656783,0.0
6408.922121051608,0.2681722,0.0
6408.922121051608,0.2495815,0.0
6408.922121051608,0.270449,0.0
6408.922121051608,0.2606326,0.0
6408.922121051608,0.2419875,0.0
6408.922121051608,0.255431,0.0
6408.922121051608,0.2846315,0.0
6408.922121051608,0.2602503,0.0
6408.922121051608,0.250146,0.0
6408.922121051608,0.2573218,0.0
6408.922121051608,0.2592699,0.0
6408.922121051608,0.2542384,0.0
6408.922121051608,0.2578563,0.0
6408.922121051608,0.2549714,0.0
6408.922121051608,0.2456632,0.0
6408.922121051608,0.2592365,0.0
6408.922121051608,0.2607983,0.0
6408.922121051608,0.2867474,0.0
6408.922121051608,0.2753053,0.0
6408.922121051608,0.2613582,0.0
6408.922121051608,0.2544765,0.0
6408.922121051608,0.2682003,0.0
6408.922121051608,0.2626337,0.0
6408.922121051608,0.2603141,0.0
6408.922121051608,0.2461826,0.0
