obj,running_time,gap
11326.032233396269,6.9354007,0.0
11250.176004350968,6.829694,0.0
11314.467347340109,6.9351827,0.0
11224.768345622408,6.850631,0.0
10640.05114005208,6.8934013,0.0
11128.459923103273,6.8446846,0.0
10581.18577338813,7.5369731,0.0
11375.39518035012,6.8816506,0.0
11495.143843600219,6.8635719,0.0
11340.724793185032,6.9240904,0.0
11471.772188209306,6.9254766,0.0
11459.704661364174,6.8793789,0.0
11227.89323649974,6.8347383,0.0
10696.902307249715,6.8315378,0.0
11261.793033955724,6.8965834,0.0
10965.22928423238,7.2820904,0.0
11471.772188209306,7.0580747,0.0
10423.530106247417,6.8233,0.0
11340.724793185032,6.8972737,0.0
11369.932333529043,6.8422994,0.0
11494.90002191587,6.8384625,0.0
11261.793033955724,6.9668584,0.0
11412.255981633083,6.9131872,0.0
11239.47695811163,6.7984524,0.0
11589.569876709707,6.8621501,0.0
11070.238584289356,7.3091314,0.0
11563.390945190313,6.8660445,0.0
10463.68169389053,6.8277634,0.0
11451.680963684037,6.8884743,0.0
10451.784529268247,6.9601313,0.0
