obj,running_time,gap
20241.66251497001,13.2280953,0.0
20157.626246739426,13.8351492,0.0
20598.64247957754,11.4094457,0.0
20426.873809533412,11.3924814,0.0
20693.819228117714,10.3968355,0.0
20056.54711087223,12.4901575,0.0
20503.084194334304,8.9468462,0.0
20732.951083798966,8.857738,0.0
20242.479173152067,13.5950438,0.0
20381.797750804915,9.9717793,0.0
20223.801372673603,11.564542,0.0
20445.370677473584,10.8467694,0.0
20394.271555623673,11.4179063,0.0
20793.969253687283,7.7509385,0.0
20669.654849761864,9.8743994,0.0
20551.09920127094,9.8349864,0.0
20348.93444038992,13.5657681,0.0
20926.153726778364,9.9845132,0.0
20543.005000140736,11.0304843,0.0
20253.27650504438,13.1995075,0.0
20417.735860747474,11.2060783,0.0
20299.633582625578,11.8355412,0.0
20405.841973129493,11.9207789,0.0
20353.437621648096,13.0362369,0.0
20426.406665735645,10.4236638,0.0
20460.234819382007,9.3702948,0.0
20434.323905231122,11.0041285,0.0
20595.09477120209,9.915699,0.0
20753.10916797915,10.987326,0.0
20506.96405044636,11.0044833,0.0
