obj,running_time,gap
155382.00194666756,22.3222856,0.0
155417.7955911067,21.3961815,0.0
155352.68823845824,18.8291438,0.0
155379.12832323008,26.8467991,0.0
155704.45826138824,18.6102677,0.0
155250.45444675046,19.6842915,0.0
155303.12154274373,22.5986207,0.0
154889.53481726264,26.4435543,0.0
155248.70664595382,27.6404574,0.0
154804.49901530216,31.2364925,0.0
155392.43295726442,21.7883404,0.0
154987.57223047252,28.9284769,0.0
155078.61775299197,27.1243205,0.0
155209.71261792202,20.8693072,0.0
155357.96695928831,21.7601386,0.0
155259.5726239176,20.3374297,0.0
155661.4075319774,16.5506263,0.0
155670.60020018922,18.929924,0.0
155160.13489528344,24.1895131,0.0
154773.2182014427,28.8724709,0.0
155002.90001459175,20.9712752,0.0
155157.31084399964,15.3664409,0.0
155421.67403183106,17.5885272,0.0
155254.86874280788,23.3962856,0.0
155219.35874556823,20.6144086,0.0
155173.9721100823,20.3943343,0.0
155345.44885492933,18.5850486,0.0
155095.20604083413,19.3057052,0.0
154914.0315609841,32.9816918,0.0
155075.83650423604,24.7708247,0.0
