obj,running_time,gap
65856.26485753487,10.9462749,0.0
65690.50391854915,11.181562,0.0
65841.73559598386,13.1021555,0.0
65849.74186520866,11.8786157,0.0
66055.25618954092,8.5618799,0.0
65692.55296056854,12.4469822,0.0
65884.00262000397,11.089482,0.0
65742.23283964681,9.3301167,0.0
65364.748683557365,13.6768825,0.0
65742.39532161567,12.7703318,0.0
65910.5440673844,8.9799912,0.0
65609.51649845294,12.092261,0.0
65767.9037609352,9.1632505,0.0
65656.0510480884,10.7192446,0.0
66186.40252561739,9.3582361,0.0
65754.971458196,9.9920543,0.0
66283.03434625214,8.9915111,0.0
65681.72800556208,12.1195041,0.0
65875.53877264982,11.1151144,0.0
66101.89967248784,9.8253207,0.0
66098.93969586829,7.8881388,0.0
65970.38826482398,11.2555658,0.0
66257.48194147494,8.842901,0.0
65416.72198928572,14.0975096,0.0
65965.22282878179,9.4767513,0.0
65793.58704624408,10.122357,0.0
65721.92251007707,11.8909315,0.0
65819.42545089996,12.7079708,0.0
65642.37958216631,12.4695478,0.0
65636.14447289032,12.2317169,0.0
