obj,running_time,gap
19085.10161674194,15.3528802,0.0
18779.016767139685,19.4872206,0.0
18990.891314876422,17.9209783,0.0
18780.93025462503,16.9534892,0.0
18854.72525762538,16.7852157,0.0
18821.921219843487,18.0040858,0.0
18903.082355057886,20.8571202,0.0
19013.610437916584,15.6055083,0.0
19021.46018468546,16.9363694,0.0
18875.50532789318,18.4807079,0.0
18714.69221930004,18.753945,0.0
18793.74200697129,21.4417035,0.0
18911.340780814724,17.2344745,0.0
18993.333776100768,21.1941195,0.0
18854.525087438167,22.4165819,0.0
19130.464228533827,20.0330365,0.0
19048.63860829157,20.9805689,0.0
19012.207653233017,16.2888788,0.0
18855.328743861814,23.5616133,0.0
18972.650962593874,18.9925432,0.0
18938.453250921215,19.2483513,0.0
18952.432815425833,15.6692968,0.0
19104.644301130553,12.8064422,0.0
18848.345376694437,17.9916758,0.0
19128.140562764467,16.7391388,0.0
18873.06867252633,16.5255695,0.0
18652.497813333237,22.051452,0.0
19126.747416780094,24.2223923,0.0
19044.92421406352,13.0204188,0.0
18851.39410102346,19.5831889,0.0
