obj,running_time,gap
7805.440768208622,2.7375541,0.0
7805.440768208622,2.5919428,0.0
7805.440768208622,2.7062674,0.0
7805.440768208622,2.7537184,0.0
7805.440768208622,2.7630266,0.0
7805.440768208622,2.6814889,0.0
7805.440768208622,2.7682277,0.0
7805.440768208622,2.6695153,0.0
7805.440768208622,2.7436151,0.0
7805.440768208622,2.710765,0.0
7805.440768208622,2.6267678,0.0
7805.440768208622,2.7115625,0.0
7805.440768208622,2.5943837,0.0
7805.440768208622,2.6634319,0.0
7805.440768208622,2.7574544,0.0
7805.440768208622,2.6745396,0.0
7805.440768208622,2.6694309,0.0
7805.440768208622,2.736361,0.0
7805.440768208622,2.6943259,0.0
7805.440768208622,2.610316,0.0
7805.440768208622,2.7278718,0.0
7805.440768208622,2.7154496,0.0
7805.440768208622,2.7932637,0.0
7805.440768208622,2.7184977,0.0
7805.440768208622,2.710062,0.0
7805.440768208622,2.7175588,0.0
7805.440768208622,2.6559177,0.0
7805.440768208622,2.7151173,0.0
7805.440768208622,2.633545,0.0
7805.440768208622,2.6708466,0.0
