obj,running_time,gap
85345.05543185731,44.8389679,0.0
85013.86681478411,38.4490573,0.0
85725.14609971968,26.1562687,0.0
85445.81434816368,38.0612911,0.0
85514.29993670198,29.8196281,0.0
85294.02466352399,32.1537954,0.0
85229.89583216194,36.0230627,0.0
85266.24766121349,31.3270922,0.0
84723.72807522587,46.3640159,0.0
85145.15225555343,49.2122735,0.0
85130.73491672229,32.7354754,0.0
85454.02436643516,34.0001704,0.0
85102.75431879029,44.0733282,0.0
84880.53546389415,44.8101019,0.0
85534.59550917943,42.5398859,0.0
85581.72397725163,34.305793,0.0
85396.39168318818,33.6576427,0.0
84992.41175765815,45.7360121,0.0
85423.96662231306,30.5906698,0.0
85045.46040605383,43.6768761,0.0
85686.8649040879,31.0518579,0.0
85420.00428621219,28.8696966,0.0
85352.04866455842,35.947864,0.0
85084.60662934252,43.7871663,0.0
85448.31651380422,32.87347,0.0
85960.0594214203,24.0908966,0.0
85290.80225696511,36.2377114,0.0
85550.40045788941,25.7241394,0.0
85769.53880624841,22.5641146,0.0
85569.33352595352,25.7768542,0.0
