obj,running_time,gap
23332.722647764178,11.3870571,0.0
23515.416765012797,8.9540905,0.0
23362.739391691353,15.072252,0.0
23306.317429799627,14.2842689,0.0
23103.792383014705,16.6512071,0.0
23001.44518724968,18.5656985,0.0
23738.6636531468,14.818157,0.0
22935.215523417177,23.1056699,0.0
23282.902914139995,13.1047222,0.0
23449.45580195396,12.8839916,0.0
23051.084255240286,16.6073832,0.0
23063.72370045881,17.5388448,0.0
23400.09843297714,14.3815046,0.0
23669.495056338084,10.0543188,0.0
23357.5822601787,14.7190755,0.0
23212.822273131933,12.6623034,0.0
23262.52439153156,16.8692905,0.0
23459.32416799831,14.0695511,0.0
23372.78290465184,16.1545814,0.0
23360.582918438726,10.990214,0.0
23205.551322440497,19.5953594,0.0
23518.39566894281,13.1305255,0.0
22695.53813553497,17.0391146,0.0
23343.40732052715,14.9901379,0.0
23406.360381043218,15.7807526,0.0
23308.436791503264,10.2113043,0.0
23293.85038988194,15.6487852,0.0
23091.76143627591,18.0622035,0.0
23631.75957843963,10.1298657,0.0
23137.18474724972,16.9522576,0.0
