obj,running_time,gap
82575.54685461581,100.3694403,0.0
83343.01568678737,38.3122302,0.0
83220.31383288541,37.5642195,0.0
82973.59879154433,290.3199896,0.0
83300.38145054916,30.5313302,0.0
83121.5067233245,38.4363118,0.0
83109.86408148766,109.6749334,0.0
82791.95703877338,46.6628811,0.0
83357.29840541209,73.6997736,0.0
82789.24869529618,53.774337,0.0
83189.44171695356,55.1183461,0.0
83200.10780335925,40.52533,0.0
83350.34734220406,154.9651847,0.0
82998.46668044847,51.5600707,0.0
83399.16782578606,36.465699,0.0
83374.55096016766,29.9883116,0.0
83279.61930147032,37.6934155,0.0
82853.50495016358,49.2025032,0.0
82257.40201277233,321.8355941,0.0
82910.36073958396,46.0602799,0.0
83078.87383238552,45.1309947,0.0
82281.72275172231,331.5497136,0.0
82832.5626615824,41.4199049,0.0
83139.16645396821,60.4257328,0.0
83329.81031743578,39.1371748,0.0
83274.68067987335,185.949356,0.0
82915.24864089252,45.8744221,0.0
83114.69493929372,33.8178276,0.0
83199.67443986009,40.3830948,0.0
83206.87611802586,34.8616798,0.0
