obj,running_time,gap
6359.943285334423,0.1721656,0.0
6359.943285334423,0.1788264,0.0
6359.943285334423,0.1706882,0.0
6359.943285334423,0.1542505,0.0
6359.943285334423,0.161819,0.0
6359.943285334423,0.1731219,0.0
6359.943285334423,0.1580927,0.0
6359.943285334423,0.1765678,0.0
6359.943285334423,0.1614629,0.0
6359.943285334423,0.1566696,0.0
6359.943285334423,0.1696645,0.0
6359.943285334423,0.1582526,0.0
6359.943285334423,0.1720087,0.0
6359.943285334423,0.1527407,0.0
6359.943285334423,0.157315,0.0
6359.943285334423,0.1735619,0.0
6359.943285334423,0.1571875,0.0
6359.943285334423,0.1753334,0.0
6359.943285334423,0.1700435,0.0
6359.943285334423,0.1567046,0.0
6359.943285334423,0.1732725,0.0
6359.943285334423,0.1562185,0.0
6359.943285334423,0.1643067,0.0
6359.943285334423,0.168933,0.0
6359.943285334423,0.1588566,0.0
6359.943285334423,0.1744614,0.0
6359.943285334423,0.154368,0.0
6359.943285334423,0.1523902,0.0
6359.943285334423,0.1748336,0.0
6359.943285334423,0.1579079,0.0
