obj,running_time,gap
5719.640586638169,0.1047687,0.0
5719.640586638169,0.1144052,0.0
5719.640586638169,0.1033364,0.0
5719.640586638169,0.1050205,0.0
5719.640586638169,0.1222622,0.0
5719.640586638169,0.1063215,0.0
5719.640586638169,0.1214212,0.0
5719.640586638169,0.1087335,0.0
5719.640586638169,0.1195185,0.0
5719.640586638169,0.1040319,0.0
5719.640586638169,0.1075308,0.0
5719.640586638169,0.1185804,0.0
5719.640586638169,0.102028,0.0
5719.640586638169,0.1049237,0.0
5719.640586638169,0.1111911,0.0
5719.640586638169,0.1210449,0.0
5719.640586638169,0.1108265,0.0
5719.640586638169,0.1051891,0.0
5719.640586638169,0.1130976,0.0
5719.640586638169,0.1180365,0.0
5719.640586638169,0.1038831,0.0
5719.640586638169,0.1062167,0.0
5719.640586638169,0.1234763,0.0
5719.640586638169,0.1047461,0.0
5719.640586638169,0.1093042,0.0
5719.640586638169,0.1172266,0.0
5719.640586638169,0.1348212,0.0
5719.640586638169,0.127278,0.0
5719.640586638169,0.1049419,0.0
5719.640586638169,0.1375613,0.0
